,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
1602,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,5.6,5.6,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,483.7,978.3,2242.6,199.6,498.7,562.9,619.4,641.2,646.5,659.1,673.6,894.1,806.1,788.6,915.1,1080.9,1190.2,1242.9,2219.5,2190.8,2233.5,2235.7,2230.6,2239.1,2256.5
1603,patakumanda,patakumanda,Unstressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,8,8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,154.6,631.2,1048.4,2966.1,82.8,631.5,671.8,718.3,749.4,766.3,775.7,770.2,1049.2,1123.8,1177.1,1230.7,1295.8,1350.2,1360,2965.5,2915.4,2920.8,2939,2943.2,2936,2929.4
1604,kilka?kata,kilkashkata,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,15.4,15.4,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,184.6,276.7,1927.9,2711.8,111.1,262,268.1,300.7,335.5,349.3,352.2,351.4,1918.9,1833.2,1744.3,1660,1678.8,1718.1,1754.4,2699.6,2591.6,2439.4,2403.8,2388.3,2367.1,2348
1605,pu?ikunaka,purikunaka,Unstressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,5,5,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,156.8,439.3,1960,3320.2,55.2,438,518.7,396.2,384.5,354.4,343.9,342.9,1959.6,1464.6,580.4,611.2,646.3,627.2,627.7,3319.1,2889.4,1992.9,2027.5,2044.7,2110.1,2158.3
1606,tukuymi,tukuymi,Unstressed,SOR,Quichua,q,t,FALSE,i,TRUE,FALSE,FALSE,12.4,12.4,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,162.2,644.1,1790.9,2478.4,98.3,460.9,345.9,372.7,383.9,379.4,386.5,385.5,1677.6,1488.7,1483.2,1472.5,1452.5,1469.5,1277.1,2259.3,2102.3,2353.2,2374.7,2299.2,2239.2,2114.9
1607,tak?angi,takshangi,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,6.5,6.5,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,456.1,1725.6,2020.8,111.5,456.3,476.2,517.8,558.4,594.9,625.6,639.4,1731.9,1748.5,1658.1,1655.7,1653.1,1630.5,1580.2,2016.6,1949.9,1982.5,2049.2,2144.6,2278.1,2438.5
1608,kayna,kayna,Stressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,18.3,18.3,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,213.1,414,1716.6,1928.5,161.4,414,426.5,437.6,457,480.7,509.1,536.3,1716.6,1701,1630.2,1585.9,1579.4,1609.9,1660.4,1928.5,2116.9,2265.2,2287.1,2269.7,2285.8,2333.6
1609,tasaka,tasaka,Unstressed,SOR,Quichua,s,t,FALSE,i,TRUE,FALSE,FALSE,10.3,10.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,159.1,436.1,1712.8,2482.5,137,433.7,454,512.8,563.2,597.9,613.6,620.7,1705.6,1472.3,1484.4,1548.5,1488.7,1487.9,1560.2,2483.7,2426.9,2455.4,2501,2458.5,2417.4,2439.3
1610,katingapa,katingapa,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,9.3,9.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,570.3,1535.5,2025.3,98.5,630.3,483.6,514,570.3,621.5,649,670.2,1536.8,1578.3,1605.6,1575.9,1559.2,1531.4,1515.9,2091.7,2341.2,2444.9,2802.2,2886.1,2906.1,3015.8
1611,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,6.9,6.9,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,442.8,1097.2,2152.6,174.6,453.6,533.2,576.2,608.3,629.4,642.6,656.4,1083.3,1072.3,1120.3,1156.7,1190.9,1244.9,1292.2,2172.6,2380.4,2408.3,2369,2361.3,2386.2,2426.1
1612,tapu?kan?u,tapurkanchu,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,5.8,5.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,189.8,459.7,1527.8,2387.7,73.3,462.8,517.9,598.9,669.3,697.7,693.9,678.7,1528.5,1541.3,1572.3,1557.6,1522.2,1476.8,1422,2371,2103.8,2178.2,2934.3,2930,2865.1,2704.6
1613,tasata,tasata,Unstressed,SOR,Quichua,s,t,FALSE,i,TRUE,FALSE,FALSE,11.1,11.1,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,388.2,1596.4,2381.6,124.5,389.4,421.1,475.2,524.3,554.8,565.2,568.5,1595.1,1596.1,1609.9,1607.9,1587.9,1561.2,1547.2,2375.5,2338.6,2343.6,2363.8,2375.3,2382.6,2403.2
1614,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,4.7,4.7,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,143.8,454.9,1112.9,2172.6,187.2,455.1,518.7,550.3,557.4,580.8,620.8,655.9,1105.3,1174.4,1199.9,1221.6,1270.4,1292.3,1319.8,2176.5,2355.8,2346.7,2319.1,2315.3,2315.5,2342.1
1615,carot,carot,Stressed,SOR,Quichua,s,k,FALSE,m,FALSE,FALSE,TRUE,14,14,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,164,430.8,1459.4,2106.1,151.7,435.7,496.7,528.4,567.9,610.7,628.6,636.3,1456.5,1420.3,1402.3,1391.9,1385.2,1381.1,1386.4,2118.9,2270,2290.7,2287.6,2284.6,2313.8,2330.3
1616,kalpa?kami,kalparkami,Unstressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,13.1,13.1,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,182.8,476.3,1544,2052.6,116.7,475.6,485.4,522.4,561.8,595.3,624.7,647.9,1543.4,1515.2,1485.8,1462.9,1454.4,1465.6,1480.9,2053.6,2150.2,2277.2,2351.7,2387.6,2507.2,2676.3
1617,tig?amunga,tigramunga,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,15.6,15.6,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,177.2,275.6,1886.3,2505.8,155,276.2,293,332.3,338.7,340.9,336.4,333.8,1885.2,1869.1,1944.8,2103.3,2156.4,2169.5,2052.8,2499.5,2368.3,2342.1,2376.5,2773.6,2208.4,2176.8
1618,kayna,kayna,Stressed,SOR,Quichua,q,k,FALSE,i,TRUE,FALSE,FALSE,11.3,11.3,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,440.1,1434.4,2044.5,171.9,442.4,484,525.2,559.2,576.4,590.1,608.7,1434.3,1422,1392.8,1378,1426.8,1437.4,1446,2044.2,2039.8,2099.9,2154.1,2218.7,2263.1,2277.9
1619,tapu?kan?i,tapurkanchi,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,11.8,11.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,489.2,1487.1,2592.7,89.8,494.9,547,588.9,616.1,619.2,618.3,628.2,1487.6,1493.7,1510.6,1526.6,1519,1501.4,1475.8,2583.1,2439.3,1994.2,1931.1,2117.7,2314.1,2322
1620,pelota,pelota,Unstressed,SOR,Quichua,s,p,FALSE,m,FALSE,FALSE,TRUE,2.8,2.8,e,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,379.9,1491.3,2046.8,90.8,377.9,353.3,366.3,384.1,404.6,416.9,421.3,1491.8,1502.7,1520.9,1537,1595.3,1611.7,1631.5,2050.2,2098.6,2111,2132.7,2126.3,2115.7,2114
1621,pa?ata,pachata,Unstressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,2.4,2.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,182.7,492.4,1056.4,2181.2,103.7,492.6,524.4,557.8,571.3,579.9,594.2,598.5,1053.7,1059.9,1142.3,1293,1383,1422,1464.7,2183.2,2347.4,2494.9,2503.4,2650.1,2963.9,2987.9
1622,kaykunaka,kaykunaka,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,11.3,11.3,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,168.9,457,1504.9,2262.2,146.4,456.8,478.5,543.5,588.6,607.2,616.6,626.9,1504.9,1507.2,1482.9,1447.4,1422,1417.5,1440.2,2263.3,2324.3,2460,2552.8,2428.4,2333.8,2315.2
1623,tu?upi,turupi,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,9.4,9.4,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,166.5,328,1635.8,2780.9,116.3,328.3,346.3,352.2,339.4,331.8,333.1,332.9,1630,1276,1188.6,1121.3,1070,1033.5,986.3,2770,2109.7,2087.7,2095.6,2164.6,2182.2,2176.2
1624,patakuta,patakuta,Unstressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,5.9,5.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,196.9,529,1284.1,2353.5,76.8,531.6,556.7,579.6,598.2,610.7,620,622.4,1277.1,1237,1270.9,1361,1432.3,1462.6,1482.5,2363.9,2414.9,2433,2480.6,2508.1,2505.1,2493.4
1625,kuyu?ina,kuyuchina,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,16,16,uiu,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,156.6,509,1374,2858.1,233.5,488.6,417.7,401.9,389.1,375.8,363.2,356.9,1246.8,863.6,903.6,948.9,976.4,996.9,1043.1,2693.7,2170.5,2174.1,2226.7,2267,2230.9,2173.5
1626,pungupi,pungupi,Unstressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,7.6,7.6,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,381.9,1722.6,2227.9,89.1,388,488.9,445.7,397.4,383.3,378.8,401.4,1717.7,1642.8,1347.4,794.1,839.8,773,557.5,2269.4,3016.2,2676,2153.4,2270.9,2319.3,2305.2
1627,kununmi,kununmi,Unstressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,22.9,22.9,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,163.4,407.3,1133.5,2089.4,99.3,372.5,363.1,368.9,364.1,363,351.3,346.5,1011,725.7,746.4,804.7,821.1,822.9,881.4,2067.4,1965.3,1977.7,2064.7,2071.9,2209,2414.1
1628,ta?ahun?ami,tarahunllami,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,10.2,10.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,165.4,468.6,1650.6,2165.7,153.9,468.6,474.7,508.2,536.7,568.2,600.5,607.4,1650.5,1631.4,1561.9,1581.6,1576.1,1559.2,1534.7,2166.1,2233.4,2299.1,2390.1,2464.7,2584.9,2620.5
1629,kamuta,kamuta,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,14,14,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,172.4,463.6,1414.3,2091,200.3,458.3,464.2,486.7,515.9,559.6,609.3,644.4,1409.6,1362.6,1325.3,1295.2,1265.6,1242.9,1246.6,2079.9,2072,2124,2134,2116,2114.6,2140.6
1630,kanba,kanba,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,14.8,14.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,180.7,452.5,1471.9,2014.4,109.7,452.1,482.1,521.9,563.5,612.1,666.9,710,1471.3,1439.3,1467.4,1488.1,1423,1433.8,1476.7,2014.4,2110,2183.4,2196.1,2242.7,2311.1,2594.1
1631,taytakunaka,taytakunaka,Unstressed,SOR,Quichua,q,t,FALSE,i,TRUE,FALSE,FALSE,10.1,10.1,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,162.8,387.9,1613.7,2271.3,145.9,397.3,463.9,518.2,570.4,612.6,630.3,637.4,1610.1,1591.4,1589.4,1589,1573.4,1529.3,1496.1,2271.2,2275.8,2294.7,2319.7,2318.5,2279.3,2265.8
1632,cole?akami,colerakami,Unstressed,SOR,Quichua,s,k,FALSE,f,FALSE,TRUE,FALSE,32.8,32.8,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,144.3,470.5,1086.2,2140.6,84.7,473.6,441.9,416.1,404.2,394.9,386.4,381.9,1006.4,1472.5,836.3,813.3,838.9,847.7,848.3,1988.4,2958.9,2016.5,1961.3,2063.4,2170.4,2160.3
1633,tandanahuyaman,tandanahuyaman,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,7.7,7.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,437.7,1527.6,2161.8,99,437.7,449.2,491.4,518.5,552.3,566.8,577,1522.2,1572.5,1539.3,1542.9,1540.2,1526.5,1503.6,2164.1,2134.5,2122.3,2136.6,2194.2,2243.7,2218.2
1634,patakupi,patakupi,Unstressed,SOR,Quichua,q,p,FALSE,f,FALSE,TRUE,FALSE,5.9,5.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,650.3,1197.1,2817.1,101.3,650.3,662.3,731.6,788.8,805.3,792.1,784.1,1154,1108.5,1145.5,1182.3,1238.1,1265.8,1292.3,2816.7,2831.2,2851.5,2856.1,2874.6,2880.7,2878.4
1635,pantalonda,pantalonda,Unstressed,SOR,Quichua,s,p,FALSE,m,FALSE,FALSE,TRUE,7.3,7.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,523.3,1402.2,2638.7,101.2,524.4,552.4,572.3,591.1,616.4,639.4,650.9,1391.7,1252.3,1263.8,1295.2,1334.4,1368.5,1396.5,2642.6,2786.5,2899.8,2957.6,3020,3052.2,3035.6
1636,punguta,punguta,Unstressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,4,4,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,159.2,1053.5,1837.4,3034.8,168.3,NA,348.5,385.1,419.3,404.7,372,356.9,1044.6,639.5,754.6,759,753.7,722.8,714.8,1822,2164.8,2002.8,1670.6,1803.1,2315,2408.2
1637,kapa?i?kan?imi,kaparishkanchimi,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,8.8,8.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,163.2,515.9,1581.5,2566.6,95.6,514.8,508.9,541.7,579.7,609.8,632.1,654.4,1581.3,1542.2,1477.5,1438.2,1424,1418.6,1413.6,2571.4,2381.8,2171.1,2266,2472.2,2616.7,2791.6
1638,papakunata,papakunata,Unstressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,6.7,6.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,576.5,1505.6,2515.4,95.3,577.1,495.1,518.6,584.4,606.9,618.5,638.8,1508.7,1027.6,1070.9,1094,1149.1,1188.4,1204.5,2517.1,2249,2211.4,2201.5,2231.7,2217.4,2212.3
1639,tali?paka,talishpaka,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,8.6,8.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,178.2,478.8,1613.6,2524,113.8,480.2,533.1,573.2,610,648.5,662.3,664.1,1614,1628.9,1628.1,1599.5,1581.4,1577.3,1567.3,2499.5,1747.9,1948.3,2239.4,2434.9,3083.4,3000
1640,costalkunata,costalkunata,Unstressed,SOR,Quichua,s,k,FALSE,f,FALSE,TRUE,FALSE,13.3,13.3,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,327,1598.1,2590.2,66.3,290.7,266.6,326.5,337.4,336.4,333.6,337.4,1557.5,1369.2,1305.5,1209,1251,1405.6,1469.4,2515.5,2310.5,2436.3,2475.6,2315.4,2399.5,2531.6
1641,kilkakati?ka,kilkakatirka,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,26.3,26.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,145.2,2169.8,2963.7,3794,124.5,NA,222.5,282,304.3,301.1,301.6,303,2198,1931.9,1866.9,1880.6,1845.6,1930.4,1975.2,2979.3,2897.2,2639.4,2523,2434,2440,2400.4
